Date,Open,High,Low,Close,Adj Close,Volume
2023-08-15,19170.18559174227,19250.860158940104,18880.940966731763,19016.44795038128,19052.107845044557,118785035
2023-08-16,19056.387374405167,19157.87766606895,18884.300620587106,18999.56680979009,18986.198014469846,151225402
2023-08-17,19077.173107840626,19073.473553885397,19037.327290096957,19116.36607148451,19208.68126824748,280766252
2023-08-18,19064.39455029266,19008.096570428555,18830.23742194002,19071.821844411756,18970.832289620346,232892943
2023-08-21,18936.721153955445,18970.727518366653,18868.871610979746,19125.634426141776,19070.035420494958,204976360
2023-08-22,18988.363635466227,19171.723486747123,18930.464900598516,19071.59938105183,19236.631509175564,107059005
2023-08-23,18981.665989668614,18977.958683113793,19094.539812797208,19252.51261362094,19102.815300385642,182456424
2023-08-24,19003.993455227668,19200.898138562665,18883.3216897313,19054.890934237104,19141.094110349768,243616501
2023-08-25,18895.975989619084,19017.763106016348,18937.784004312256,19109.834936560826,18921.205779022126,291857264
2023-08-28,18926.230826612504,19110.51079740385,19067.52025885364,18895.997752391188,19015.7930001243,190497591
2023-08-29,19009.873999557203,19062.2941721596,18992.058513619613,18930.9073666888,18914.65109308248,234671614
2023-08-30,18954.233587904066,19306.939246826736,18642.603978237294,19113.064053803206,18995.246795400657,132832808
2023-08-31,18972.779216873503,19044.044691779203,18936.014974947004,19096.28788907415,18900.490612453323,138959482
2023-09-01,19136.648222716187,19281.690210998324,18790.471129252503,18912.91114489236,19058.128833681832,113900888
2023-09-04,19052.73857894016,19084.390732839915,19006.779246019352,19107.609629119605,19045.187896127638,185979714
2023-09-05,18878.407646252595,19057.388414343965,18783.11397403741,19074.90360095918,18907.928326601945,273970106
2023-09-06,18955.278755811858,19094.92904269416,18774.110564677994,18997.535095935924,19099.601544623096,108966296
2023-09-07,18885.364769379914,19157.248139896896,18867.978778621928,18964.79599237812,19089.4522486697,249087538
2023-09-08,18972.428482703184,19060.340031902357,18859.66863710477,19083.134650673248,18936.267342105373,141501973
2023-09-11,19003.381688320504,19202.810904328693,18841.69680292397,19062.743774312767,19057.110799748116,254995459
2023-09-12,18995.88462277551,18985.194398631247,18976.994706501948,19047.01562488296,19089.07660430658,101163674
2023-09-13,18960.905570242332,19087.007888193588,18840.978270163698,18948.940295680768,18924.168865420943,255623311
2023-09-14,19148.606836560877,19053.4046031094,18801.992147491317,18940.23941518763,19134.215220894534,231090895
2023-09-15,18896.307869837234,19004.040035464022,18927.408384695427,18997.41994648972,19055.71567786911,118413050
2023-09-18,19055.676929846453,19128.376772857104,18836.93835821009,19062.5954158185,19103.606211166436,211652611
2023-09-19,19052.128768494415,19289.87217226455,18827.66670926112,18832.09111466042,18944.674221729707,205818680
2023-09-20,18885.008039795484,19069.99853786745,19014.205733981118,18699.015834442143,19154.542927842584,115485912
2023-09-21,18843.037818521305,19069.588814757582,18969.78353488424,19205.504068291066,19089.07516852313,248589348
2023-09-22,18976.754433805527,19140.653633782003,18743.6152355552,18967.26607310704,18999.441709365405,179466617
2023-09-25,18983.308326292386,19013.556217320398,18936.743725502907,19017.36983188951,19001.905417036087,260012698
2023-09-26,19062.018148280447,19059.39116950013,18852.755790865413,19214.29693664478,19214.638768684683,105018393
2023-09-27,19169.41201220696,19111.670820993386,19027.997866340214,18925.006127658224,19054.387747508295,177970283
2023-09-28,18980.59010189359,19064.44546099361,18761.07582254874,18972.94445610465,19054.210982119544,199651903
2023-09-29,19117.603853034267,19270.012784975126,18844.946750943058,18985.640339732912,19059.029604193813,271538306
2023-10-02,19080.705191794328,19023.88045423527,19041.152979407496,19165.565987453807,19050.511241996162,202123721
2023-10-03,19012.583783088518,19071.914716174222,18982.750081975086,19059.200978601093,18948.093861826786,266034591
2023-10-04,18765.350390849722,19013.078670587063,18810.37874430716,19013.82117928126,19116.92109838784,280211841
2023-10-05,18946.154980157768,19036.98581523008,19090.712666746844,19047.387093163423,19053.439292028535,193800645
2023-10-06,19062.087029670525,19005.693515163843,18766.24899082798,19059.313936951763,19072.106123619265,265778278
2023-10-09,19067.89213873834,19126.534375870397,18861.37548399461,19007.645611839802,18940.368632199006,170735068
2023-10-10,19148.440596687396,19175.904184484716,18817.932425785548,19051.03749798186,19121.071145336708,164259298
2023-10-11,19075.718660396695,19119.827012391666,18884.25944889895,19236.261552629927,19030.12506658986,228207262
2023-10-12,19047.257976522684,19152.82052550631,18736.460503985694,18969.24214872751,18985.283129616197,225545038
2023-10-13,18995.084178725414,19054.257427589524,18758.08161353017,19251.270947025074,19158.980767306537,176998720
2023-10-16,18900.942833763518,18944.912294249647,18999.528343928858,19080.455675028228,18998.385957186678,219832211
2023-10-17,19110.931526672062,19132.39747408717,18989.586202772964,19108.390459703613,19007.656611535844,296772384
2023-10-18,18963.780554524987,19113.93723053204,18861.78799574079,19139.404865891083,18952.08424880019,100024315
2023-10-19,19085.97130766038,19404.74839205851,18871.996758747857,19054.97953618766,19058.812160438873,208362881
2023-10-20,19188.30630747576,19032.576465118607,19008.713231510643,19021.047281761003,18891.234098052453,212520617
2023-10-23,18995.271088386686,19218.984594119363,18949.874017849146,19153.650091735453,19032.911084030242,234791683
2023-10-24,18877.290235856177,19141.039078852944,18929.2691297304,19129.8284590823,19043.35649484843,139591641
2023-10-25,18885.074534663083,19056.125204073018,18913.837074937655,19072.68193207407,19020.81534177903,130929903
2023-10-26,19029.72796275825,18928.511516026083,18770.16423020628,19110.80811064657,19043.664416325468,182797115
2023-10-27,19114.195052483065,19193.13109965791,18860.172749467572,19160.939989904404,19059.756315569648,151558580
2023-10-30,19102.69346022448,19194.263830794574,18893.37937308491,19008.94036178814,19026.312840004408,173045806
2023-10-31,18969.002119920184,19214.271235806886,19037.979535812607,19057.740968896247,19156.998652734965,210404955
2023-11-01,18923.528282600753,18992.55173184475,18912.24913393656,19040.769377840363,18930.88432257037,299985174
2023-11-02,18878.83052513156,19160.695945080934,18768.611962839095,19115.39234454291,18912.703077191043,121750499
2023-11-03,19002.86897348941,19101.454807744267,18827.41393550954,19211.71487103844,19058.816040958904,285358900
2023-11-06,18955.26399050958,19073.63519936819,18983.844590913115,19081.950647314454,19113.236341257343,135256465
2023-11-07,19195.72901681553,19087.584534402922,18815.57437662083,19187.74514319074,19037.900937177907,247498212
2023-11-08,19246.52219282628,18984.681102859315,18993.853505174146,18924.38754705025,19174.74864065743,167074115
2023-11-09,18964.050756838435,19128.133577153872,18811.54638869155,19037.616830853043,19149.67706521117,276446417
2023-11-10,19194.843029916898,19012.602017249545,18993.36214315266,19131.89111037306,19000.05983737158,132496633
2023-11-13,19168.356216321015,19035.877111444617,18720.962154567515,18887.499822690068,19138.5020812899,214929395
2023-11-14,18999.628060894578,19196.30924910533,19085.233007249244,19043.01597578955,18826.092706016658,213061685
2023-11-15,19145.765348932742,19000.129774097048,18696.2528799956,19050.417163866845,19042.78561999804,264757823
2023-11-16,18988.366848966398,18989.253203617132,18926.897577323693,18962.072824164617,18983.5732915624,159057249
2023-11-17,18991.479799507335,19049.033326669673,19038.668171224614,19200.507843371885,18967.38833011684,295549119
2023-11-20,19219.000203404248,18934.97825293334,18828.269406313535,18971.39663832342,19079.179877357852,256781888
2023-11-21,18984.65476469494,19141.266703945865,18816.87971521263,19092.83443433668,19115.913022388406,186058399
2023-11-22,19114.675503940467,19215.370575392637,18936.723358581494,19204.897501454,19006.70816509328,198804317
2023-11-23,19027.09037879146,18986.583114273748,18945.213104329712,19102.7433870551,19159.334305177537,288671613
2023-11-24,18762.78272326972,19119.156127567116,18883.543806153975,19015.188292346,18997.202469203046,141091551
2023-11-27,19032.71027340505,18934.994954463666,18905.291040731507,19004.363164116494,19035.13673226151,191373648
2023-11-28,19116.47827520623,19244.330311958187,18844.715696136893,19076.771581493907,18970.20928532652,223235293
2023-11-29,18952.253665355092,19053.504272982253,18855.969738948446,19049.041324782895,18995.084322606956,154794306
2023-11-30,18840.06451048447,18954.263291012587,18835.374059778118,18997.123955119736,19022.51138836231,228211805
2023-12-01,18969.248349560934,19012.581093204884,18892.27781910267,19096.779388187315,19116.334629464738,219004498
2023-12-04,19054.343836625765,19131.21871122777,18966.74798697463,19061.254788776554,19056.23786856619,260242334
2023-12-05,18985.10516493603,19009.343981359292,18902.519492891457,19032.64136078601,19002.917196136976,107119230
2023-12-06,18979.528454242372,19065.046693414664,18949.25326246162,19012.703689053837,19215.39879673182,273384615
2023-12-07,19129.349654828336,19104.456820381125,18979.349766422358,18958.94556812146,19081.84486897581,165396221
2023-12-08,18910.254878020987,19204.44316223049,18857.141959031353,19194.513622106348,19045.00700032445,196476691
2023-12-11,18988.38204933531,19123.293781512923,19000.381488661656,19165.066357147894,18905.477401801072,107462992
2023-12-12,18954.775367335602,19260.820509883444,18886.114202734396,18979.769183453987,18971.723287013643,111397791
2023-12-13,19085.893190500326,19150.887080150922,18843.28596840463,19007.170503529105,18952.295708903206,265605272
2023-12-14,19027.71175074367,19136.757627929863,18924.091610132487,18984.17000731991,19003.673218880507,268775476
2023-12-15,19069.707740559297,19210.07442779134,18851.22176319903,18958.93533888232,19042.621333200743,216705781
2023-12-18,19205.215458994055,19063.329052052624,18750.75259451852,19047.307926028298,19243.492998406004,142535041
2023-12-19,18902.565542515953,19102.370228192325,18766.741272538646,19106.358098450386,18899.554895474314,266995675
2023-12-20,18914.315048531746,19179.142425780177,18871.467555093728,18924.55782267564,19178.056467640967,199571602
2023-12-21,18988.44259614069,19180.260306372384,18720.410456072234,19101.59073142352,19158.150494199228,287041126
2023-12-22,18927.048065020994,19191.11128445773,18997.752130857458,18962.13611935445,19019.488837932542,114352698
2023-12-25,18932.87762303145,19083.490953142875,18873.906850745752,18960.942366305717,18963.127335064164,117843728
2023-12-26,18875.41059592543,19006.70227376856,18943.43961462816,18953.662834580704,19210.60707910569,274090192
2023-12-27,19029.832357393938,19127.976811843313,18914.814190429723,18962.59313276703,19020.146308405572,234768935
2023-12-28,18983.223457887667,19174.43039061841,18968.69651810794,19048.04184532898,19050.63297131486,156965296
2023-12-29,18966.032429580766,19091.82045096695,18715.606029568913,19044.932915054527,19029.19023281003,145169665
2024-01-01,18991.257149751927,19209.283819371707,18923.226376727314,18963.78582869807,18891.239663452256,199637047
2024-01-02,19004.667292102888,18782.0106701873,18883.113217633294,19159.357376931704,19096.54616691863,269183392
2024-01-03,19003.527957751972,19161.41896239438,18691.641832179223,18982.851901079623,19040.922016717504,136297939
2024-01-04,19070.85507223151,19133.79317788847,18903.29425464856,19033.202742732792,18974.337398984102,187522022
2024-01-05,19032.435759657543,19216.381414146854,18825.05100301373,19073.937932829293,18913.18282915294,220244256
2024-01-08,19281.999275783957,19122.17541584886,18992.640720352854,19092.436488122883,18869.79000780498,280612073
2024-01-09,19122.679787582216,19205.949981783597,18820.433116411943,19020.185158893924,18989.55367681342,100973860
2024-01-10,18980.42153687264,19102.775386956324,18967.13714371765,19035.91230881884,19109.520808048725,261745767
2024-01-11,19155.837972089987,19132.04531351168,18919.81106704485,19093.529604330528,19217.6965747254,101596706
2024-01-12,19082.031114494104,19164.602112039393,18974.40169913022,19079.0111893861,19101.69028604234,223465205
2024-01-15,18946.132554614822,19365.35633402259,18811.867195202703,18900.453492837765,19177.94262038648,273932095
2024-01-16,19169.723993729796,19030.821060787912,18970.596732555405,18979.162727672672,18937.43356343952,180678623
2024-01-17,19011.783700333734,18957.750135055845,19016.25800065892,18916.53549762696,18911.052822368394,233079643
2024-01-18,19010.126540034104,19221.9590309845,18917.959838861436,19094.53564608098,19000.443599541053,230565550
2024-01-19,18938.940217681728,19103.884181685393,18852.824447022198,18892.856007986495,19023.869991093234,110500795
2024-01-22,18993.529956695045,18984.899927366245,18803.014663433336,18994.10566624103,19161.679587129536,141627197
2024-01-23,18870.306182820612,19041.52277194836,18951.896638541864,19085.930826741867,19110.779857563462,142485911
2024-01-24,18752.640406322316,19187.128260349516,18683.175469030128,18961.540627626895,19069.54626895801,167832419
2024-01-25,18862.67356245481,19098.640420846936,18896.863017361895,19023.70297939495,19009.82959883479,104287019
2024-01-26,19118.33156629618,19124.45802586143,19096.13889619581,19127.42378296252,19058.685377617327,293310677
2024-01-29,19130.890601478706,18919.75368451674,18734.81998634982,18930.408962785852,19221.515236553285,171985483
2024-01-30,18791.860431008783,18887.920757392785,18897.31156938809,19064.650173297276,19168.813515102316,121115898
2024-01-31,18919.082417182257,19071.216826573273,18989.24220116115,18880.323491856867,19000.423906575015,146201436
2024-02-01,19099.95710980114,19041.5946444094,18636.061322816244,18924.337671921687,18945.262725256616,284455680
2024-02-02,18933.299613951323,19096.176853162513,18947.366139238282,19044.158513435355,19127.442872142936,252988258
2024-02-05,19079.758178537068,19093.64417647574,18732.171008750538,19127.686432379305,18997.09346772034,223291886
2024-02-06,19042.63055199888,19320.790427638178,18725.136424438,19181.507768928426,18959.343868563275,136752893
2024-02-07,18856.509008658257,18841.78016432961,18837.703058461353,18878.245640929206,19077.775202906138,234947435
2024-02-08,18899.130186081093,18995.61097269972,18789.69493595156,19253.259530477862,18907.48927102954,287581813
2024-02-09,19001.6046234574,19125.232022963126,19113.767117704978,19163.49252996021,18907.682419177236,147478434
2024-02-12,19086.470475204595,19082.08670245338,19015.45829812644,19126.36605874636,19098.899301871992,116882800
2024-02-13,19024.065485852378,18986.158789792542,18893.844705381554,19082.679311457094,18903.147801618306,209366211
2024-02-14,18884.866921398294,19125.488964625918,19017.0333105853,18918.041621213866,19144.788474660698,163102446
2024-02-15,19059.545569758007,19065.330181243113,18894.467041709635,19071.74148272129,19146.50608328196,293357349
2024-02-16,19085.753739696906,19207.23050455998,19017.741577304565,19097.305895656333,18982.8593532567,208211422
2024-02-19,19065.45746307891,19001.68281400071,18820.140503162158,18896.206813652407,18987.719655562934,249226054
2024-02-20,18979.196434613907,19158.752339957766,19032.187864536943,19070.292628471594,19023.36208206931,162671206
2024-02-21,18922.642730289248,18984.405951085915,18957.26780571184,18974.85826081444,19218.701478329807,172558930
2024-02-22,19095.28314026419,19144.478174355685,19026.33305381395,18940.62598000398,19018.525625096347,171912424
2024-02-23,19140.03712613135,19128.753324478832,18806.08738886757,18905.507060420307,19312.70882153457,227397620
2024-02-26,19109.391283208708,19148.352256927734,18721.931623092252,19053.683574096336,19277.841535781685,279799203
2024-02-27,19011.73170489752,19110.142608181653,18817.806939306683,19045.421588796176,19107.453047551353,269700059
2024-02-28,18789.79514867894,18978.67971841267,18787.2654332155,19104.629348680017,18873.663139907305,288725735
2024-02-29,18891.58537528388,19199.127178724953,18963.86511299452,19026.59643599258,19365.44450910745,165321365
2024-03-01,19075.260976042995,18957.001175494217,18722.932936661662,19057.51510956834,18937.219577733707,222850859
2024-03-04,19087.021293914237,19053.835126549493,19028.028623888367,18870.22362538515,18925.69946947758,198537701
2024-03-05,18912.90836082456,19175.22197213621,19034.94121731105,18938.585844862086,19023.42171390699,184832274
2024-03-06,18920.51348649277,19066.797983771583,18966.885860513426,18935.63984178422,19179.60297279524,145542018
2024-03-07,19055.410552476085,19050.806636952108,18694.195746696223,18997.40544856165,19119.885456916643,257986365
2024-03-08,18816.751304120917,19150.27449992636,18963.903439507598,19019.339524121653,19064.404618904966,122381984
2024-03-11,19051.16105560668,19181.982676082156,18914.580798740943,19046.898756496004,18913.464763815537,193641504
2024-03-12,19041.320670886806,19171.41091781625,18996.00148745512,18886.63215372118,19127.055527570155,226916722
2024-03-13,18846.14487890241,19131.90318946518,18977.918784166905,19136.353797698033,19164.892288426876,179576878
2024-03-14,18792.28817020241,18896.816694154884,19040.453725680323,19119.693324793596,19045.17914849455,101783544
2024-03-15,19194.709707483333,19209.237730262805,19030.640216775344,19040.052112723723,19025.408093181606,208252973
2024-03-18,18849.55908709165,19153.199214599787,18849.934601835244,19029.387498881046,18936.220026485185,238896975
2024-03-19,18965.28395143391,19155.894946931738,18930.943354544303,19125.669988649734,19227.986399727168,285946803
2024-03-20,18765.56849305504,19013.966028827967,18875.661080438404,18824.34522602231,19042.890886259276,130052066
2024-03-21,18864.083236274797,19281.624301910393,18914.062033195085,19028.235202836408,18997.140184324744,280796223
2024-03-22,18966.514101114797,19107.708292921827,18858.346807089325,19116.736988945,18938.66201325052,185138234
2024-03-25,18897.868705856774,19154.485818493573,18869.55552784691,18951.307055721252,18900.40047949291,104683487
2024-03-26,19078.61402060013,19301.41573944536,19066.36752309585,19011.041649805742,18970.985829414356,241465774
2024-03-27,18982.74823101669,19072.649252103718,18991.258024962455,18998.002093749867,19144.563363561418,150190878
2024-03-28,18777.056783067612,19231.014013303033,18714.206759848912,19045.8230703639,19043.578663801236,193112622
2024-03-29,18877.20039752323,18931.721857244935,18813.381150145637,19045.945210842747,18920.49943238221,293658161
2024-04-01,18896.123563985024,19024.943102842964,18930.63367494818,18898.839086426455,18928.38214606517,134816661
2024-04-02,18783.02552499491,19084.167527597983,19033.51181481344,18923.490511820353,19109.59474547277,284179579
2024-04-03,19045.638768119974,19135.70055652207,18973.962368009397,19190.490633465084,19021.94290595654,204174611
2024-04-04,19040.435739676584,19043.810721503927,18789.74388957334,18960.794431854407,19077.996053325038,171831187
2024-04-05,19091.362395836884,19045.882735322215,18866.607790632395,19329.11327559896,19258.08817286462,200550210
2024-04-08,19000.166108872883,19138.404122239048,18764.615306673633,19236.09225014081,18900.662123359212,186376132
2024-04-09,19059.959254157355,19026.521883197445,19050.049503301234,19068.996261819793,19026.042449096825,186641975
2024-04-10,19036.01581258505,18940.88175392423,18946.406168373444,19019.768658746678,18942.417211068478,106340349
2024-04-11,19008.953472379326,19074.58850608185,18876.1985432675,19004.7206702735,19051.679636805515,227498210
2024-04-12,19167.398163412476,19141.032054121762,18833.510441269766,19025.831439714915,19001.49689805473,108503811
2024-04-15,18790.848942584515,19113.07680404027,18794.17309673742,18994.000774707834,19002.45122484223,141105578
2024-04-16,19017.59552149619,19046.293743861235,18859.493928329062,19080.211169129456,19217.142531287187,267820305
2024-04-17,18850.20828259382,19171.62491166247,18888.691804506732,18959.68361773263,18765.88507981732,131517214
2024-04-18,19023.890210112146,19175.355013971584,18999.191300966468,19020.484559288107,19000.171932421286,240460357
2024-04-19,19030.979837008454,19132.814617493685,18876.133869402514,18870.22609128101,19112.711218885033,165647410
2024-04-22,19024.361652282878,18884.680219695947,19072.184798773727,19079.628789146234,18780.969259144524,220276868
2024-04-23,18879.336877583843,18986.255467433977,18890.30581761416,19173.624951417685,19134.372985493428,168857317
2024-04-24,18925.38029485728,19039.5386997407,18876.30390839543,19104.69103868147,19004.86977307982,117089583
2024-04-25,18873.83670036777,19161.452006167376,19021.972427323442,18975.871060294892,19202.031467168832,286146711
2024-04-26,18963.43759997796,19169.093306999093,18709.76881931298,19048.943993172838,18998.155822348188,186854862
2024-04-29,19065.619678001807,19186.869774291,19106.217026201546,19023.04216501538,19188.446774452474,155189558
2024-04-30,18881.907473220246,19050.507224723144,18979.227376394407,18952.537563038957,18897.522307991578,293240579
2024-05-01,18979.7477063176,19164.89153342821,18987.93514769475,19227.66221882769,19093.93194326651,201795065
2024-05-02,18957.427645016687,19140.603736282887,18877.84349691587,18986.892548361186,18958.906243619942,111296103
2024-05-03,19028.872577752525,19035.76528943281,18846.47645942211,18931.6421200721,19163.36992183122,247049781
2024-05-06,19119.18139421388,19012.89059483099,18863.532749534308,19142.88357417327,19119.359730220105,282248082
2024-05-07,19125.333746239543,19335.80797899827,18803.37199943784,19047.898944665485,18947.210175395066,177409636
2024-05-08,19164.524290169404,18986.930356648838,18929.692215496572,19013.172025939784,19213.676833692272,162546631
2024-05-09,18934.45557515425,19189.96980657037,18895.197460953732,18966.29638272056,18959.77983776807,249920772
2024-05-10,18976.644888123068,19154.62318531852,18987.155092592104,18933.102305103042,19017.917871686754,103498135
2024-05-13,18954.235887776682,19143.77736307941,18893.95544654375,19178.070822247097,19157.89257402635,125795550
2024-05-14,18947.681260931262,19009.23334497098,18831.224271945743,19124.95354644742,18928.454015313004,249335514
2024-05-15,18695.800042204042,19272.754746531013,19018.694434272264,19029.813614822437,19041.264598761212,201355055
2024-05-16,18950.16659693077,19000.4464566941,18869.78103828946,19201.45474188669,18998.133422619856,197540222
2024-05-17,19055.67104646315,19090.94839723784,18763.25726784737,18960.221625593495,19135.227938240012,257443406
2024-05-20,19035.72613422809,19025.77345196592,18657.496840380576,19143.127926933004,18958.206929142816,295025837
2024-05-21,18925.280413722077,19072.401739855428,18887.170898160915,18984.16298250791,19016.252975449217,257370818
2024-05-22,18787.060274448402,19167.791801896994,18983.562170536054,19018.849949031446,19049.09470962964,239963579
2024-05-23,19134.647443068745,19154.408693031142,18843.691107761864,19100.83908037085,19069.068525544455,293111664
2024-05-24,19104.00874994194,19107.709406375954,18836.88759456875,18986.04151560552,18992.29744505201,246767482
2024-05-27,18970.126164966365,19228.410807798195,18850.52555308166,19223.033261405835,18859.302433228913,247218169
2024-05-28,18940.70389309654,19257.602593820255,18812.226590293914,19166.67213792951,18958.256375326564,199980368
2024-05-29,19003.222749560362,19071.195329510225,18913.093028306743,19049.328171400146,19000.62014049967,131017549
2024-05-30,18929.27362226235,19236.83163752765,18976.39192338979,18997.85493025341,19084.99868213043,218407435
2024-05-31,19076.903275111803,19067.53333998389,18726.26172351385,19023.031554122128,18968.923570727082,177322432
2024-06-03,18988.729572765053,19036.595796676887,18848.700898273797,19000.719655014676,19233.887745582433,250396631
2024-06-04,19128.245608811056,19023.550813800368,18930.67517148093,19110.912988056018,18937.577977667872,261306105
2024-06-05,19053.864089826184,19147.194158717022,18888.263315406868,19209.886086473383,19050.198592298162,281500630
2024-06-06,18927.169152300135,19153.495797540912,19009.689849534698,19072.80713235553,19144.49938280872,108060977
2024-06-07,19169.0646690181,19150.031436659763,18849.262848322393,18925.020257445114,19202.11614844119,224188265
2024-06-10,18961.947873364443,19183.961988422176,18913.607805033957,19087.453025772837,19108.591041788433,117236316
2024-06-11,19043.264616116965,19139.941026380035,18874.009162590122,19178.48393304408,19125.106464037355,259317403
2024-06-12,19005.739038324165,19144.09112491089,18836.568607211422,18924.63890698689,19080.41290399805,199519780
2024-06-13,19078.848271670002,19116.94779614507,18880.443942310885,19191.686040538647,18906.608529034365,213185105
2024-06-14,19001.86856756828,19169.451145540428,18760.2727824517,19094.037414988667,19049.103502248043,151737183
2024-06-17,19010.869249570704,19101.13540234363,18840.293559428042,19232.01332150869,18874.102940619945,295025573
2024-06-18,18976.164953250314,19046.156817637337,18784.248215167954,18894.83823383927,19120.855280804815,155461886
2024-06-19,18934.306389648722,19213.7203971339,19031.704899794426,18976.947271366425,18874.61045393278,170951363
2024-06-20,18966.510448464713,19173.72803045009,18954.82250647663,18961.553068697205,19001.516567856426,141460208
2024-06-21,18955.064577143363,19032.55217482314,19009.961243382568,19001.59285122734,19174.851806786763,178295124
2024-06-24,18995.685494639696,19036.0751427533,18954.9457252799,19161.651071164735,19012.97254812354,201157203
2024-06-25,19022.09084824835,19030.859697676846,18929.1191533996,18988.950343317734,18958.39625482954,176135562
2024-06-26,18999.81379318078,19109.02841475192,18842.173931491572,19188.91210280162,19087.7150779073,243535195
2024-06-27,18735.43402697082,18993.701850533438,18872.231702737834,18920.77673361664,19117.24506228127,180554460
2024-06-28,18830.324629836967,19272.562782565758,18999.108968401535,18995.237574271443,19309.395331315878,246838200
2024-07-01,18814.31580282908,18936.256319998673,19096.705822342778,19020.756966813122,19092.395529685793,190573680
